id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,pub_rec_bankruptcies
723683,918697,14000,14000,14000.0,0,178,492.34,3,19,3,85000.0,2,-1,2,479,14,18.28,0,1,11,0,24607,87.9,23,15822.40885,15822.41,14000.0,1822.41,0.0,0.0,0.0,10910.15,0.0
665472,850812,17000,17000,16700.0,0,9,551.51,1,7,3,114000.0,2,-1,2,747,4,17.78,0,1,6,0,27726,45.3,31,19856.12008,19505.72,17000.0,2856.12,0.0,0.0,0.0,567.52,0.0
496856,636767,1500,1500,1500.0,0,322,46.67,0,3,3,45000.0,0,1,9,769,46,17.12,0,0,6,0,5393,42.8,11,1550.23,1550.23,1357.13,177.86,0.0,15.24,0.0,46.67,0.0
373398,393389,7500,7500,5267.217479,0,129,257.87,3,16,3,45000.0,2,1,2,668,3,15.92,0,1,20,0,9562,21.9,49,7478.23,4602.8,5764.58,1713.65,0.0,0.0,0.0,27.0,0.0
657556,840933,10000,10000,10000.0,1,9,214.3,1,7,0,39000.0,0,-1,2,123,37,16.95,0,2,8,0,2874,21.0,20,12855.1,12855.1,10000.0,2855.1,0.0,0.0,0.0,640.0,0.0
686306,876090,10600,10600,10400.0,0,301,321.47,0,1,0,75000.0,0,-1,1,478,14,13.38,0,0,11,0,83506,52.9,27,11414.441429999999,11199.07,10600.0,814.44,0.0,0.0,0.0,4696.52,0.0
610730,783210,20000,12425,12400.0,0,310,383.14,0,4,0,112976.0,2,-1,11,257,10,5.99,0,3,9,0,6393,17.1,21,13305.03156,13278.26,12425.0,880.03,0.0,0.0,0.0,7943.88,0.0
628812,805684,7400,7400,7375.0,1,164,178.27,3,19,0,55000.0,1,1,0,98,33,24.39,0,2,8,0,44121,90.6,48,177.75,177.15,82.02,95.73,0.0,0.0,0.0,178.27,0.0
1033959,1263746,12700,12700,12700.0,0,125,435.73,2,11,3,23000.0,2,-1,2,281,9,10.07,0,1,6,0,10181,61.7,15,15506.626709999999,15506.63,12700.0,2806.63,0.0,0.0,0.0,3754.97,0.0
832317,1041684,12000,12000,12000.0,1,155,286.93,2,14,0,118404.0,1,-1,4,166,7,8.39,1,1,16,0,263,1.7,31,13169.34259,13169.34,12000.0,1169.34,0.0,0.0,0.0,11168.7,0.0
734294,930799,18225,18225,17852.84529,1,19,393.9,1,8,0,54000.0,1,-1,8,252,39,20.58,0,0,5,0,0,0.0,25,23633.733480000003,23007.01,18225.0,5408.73,0.0,0.0,0.0,393.63,0.0
668983,855384,20000,20000,19950.0,0,29,655.82,1,9,3,125000.0,2,-1,2,742,4,19.96,0,0,10,0,39233,43.4,17,23610.661369999998,23551.63,20000.0,3610.66,0.0,0.0,0.0,729.68,0.0
450048,553240,5500,5500,5500.0,0,325,171.71,0,2,3,40000.0,0,-1,2,696,4,4.38,0,1,12,0,3467,19.5,15,6144.462167000001,6144.46,5500.0,644.46,0.0,0.0,0.0,138.42,0.0
702471,894323,7000,7000,7000.0,0,85,236.07,2,11,0,44000.0,1,-1,6,497,14,12.76,0,2,10,0,5782,67.2,14,8498.072389,8498.07,6999.99,1498.08,0.0,0.0,0.0,250.57,0.0
670763,857494,4000,4000,4000.0,0,96,135.61,2,12,0,50000.0,0,-1,2,14,19,9.5,0,2,9,0,7199,90.0,25,4751.319509,4751.32,4000.0,751.32,0.0,0.0,0.0,1771.8,0.0
1008126,1234795,2600,2600,2600.0,0,157,90.48,2,13,3,74029.56,1,-1,6,479,14,5.27,0,1,6,0,6716,98.8,20,3257.0084420000003,3257.01,2600.0,657.01,0.0,0.0,0.0,90.2,0.0
369078,384383,6000,6000,5725.0,0,351,192.57,0,4,0,150000.0,0,-1,1,257,10,6.14,0,1,14,0,13455,20.6,23,6634.6303,6330.54,6000.0,634.63,0.0,0.0,0.0,175.64,0.0
1034295,1263890,28000,28000,27750.0,1,17,603.92,1,6,3,64936.0,1,-1,2,706,4,8.91,0,0,7,0,13595,62.1,22,33817.3671,33515.43,28000.0,5817.37,0.0,0.0,0.0,16928.13,0.0
704064,896075,9000,9000,9000.0,0,323,280.62,0,4,0,65000.0,0,-1,4,606,42,9.1,0,4,15,0,941,4.7,42,9509.297733,9509.3,9000.0,509.3,0.0,0.0,0.0,6995.22,0.0
638760,818199,18000,18000,17975.0,1,244,469.81,5,29,0,200000.0,1,-1,2,606,42,20.22,0,3,11,0,83547,94.5,39,28188.28705,28149.14,18000.0,10188.29,0.0,0.0,0.0,469.49,0.0
662601,847339,13000,13000,12972.3882,1,19,280.97,1,8,3,84032.0,1,-1,9,184,44,22.73,0,0,8,0,7659,67.1,12,15923.57199,15888.63,13000.0,2923.57,0.0,0.0,0.0,7219.17,0.0
799768,1004996,7700,7700,7700.0,0,142,266.14,2,13,0,100000.0,1,1,2,184,44,19.2,0,2,11,0,74865,84.9,24,5283.52,5283.52,3636.53,1414.05,0.0,232.94,2.49,266.14,0.0
628350,805157,9600,9600,9600.0,1,105,221.99,2,14,0,97000.0,0,1,9,184,44,15.02,0,0,9,0,48539,91.4,20,6128.51,6128.51,3362.87,2386.77,0.0,378.87,3.69,221.99,0.0
1029357,1258720,9000,9000,9000.0,0,174,316.24,2,14,3,54000.0,0,-1,2,714,4,8.27,0,1,9,0,7962,95.9,16,11400.49461,11400.49,9000.0,2384.68,15.81000003,0.0,0.0,328.59,0.0
363077,372828,11000,11000,6643.963111,0,347,351.75,0,4,0,82000.0,0,-1,9,724,4,0.0,1,0,13,0,3425,6.0,29,12487.35787,7469.2,11000.0,1487.36,0.0,0.0,0.0,4062.98,0.0
514148,664522,5000,5000,5000.0,0,5,161.93,1,6,3,38300.0,0,-1,2,704,4,22.21,0,0,24,0,5796,20.3,46,5791.473077000001,5791.47,5000.0,791.47,0.0,0.0,0.0,1284.25,0.0
158706,158450,12375,12375,1000.0,0,23,404.62,2,12,3,80000.0,0,-1,2,167,44,9.23,0,0,4,1,13126,96.5,4,14370.92225,1161.29,12375.0,1995.92,0.0,0.0,0.0,4259.11,1.0
151621,151597,18000,18000,350.0,0,341,572.48,1,6,0,41000.0,0,-1,3,257,10,15.37,0,2,14,0,4746,18.5,33,20609.24655,400.74,18000.0,2609.25,0.0,0.0,0.0,574.81,0.0
549027,707755,16000,16000,15775.0,1,154,382.41,3,16,0,31000.0,2,-1,6,257,10,7.74,0,2,8,0,10028,40.6,16,17770.25603,17520.36,16000.0,1770.26,0.0,0.0,0.0,26.96,0.0
443055,538751,1800,1800,1800.0,0,59,59.94,1,8,0,76992.0,0,-1,6,259,10,5.3,1,1,5,0,1836,34.6,19,2070.482193,2070.48,1800.0,270.48,0.0,0.0,0.0,993.06,0.0
569262,732318,22000,15300,7799.997420999999,1,196,378.77,4,21,3,200000.0,1,1,11,568,2,18.04,0,3,12,0,52170,66.8,49,9366.13,4769.45,1559.73,1838.76,0.0,5967.64,1023.3393,378.77,0.0
1047368,1278245,24000,24000,23975.0,1,136,566.56,2,12,0,90000.0,2,1,2,260,10,17.15,0,1,13,0,17948,56.3,26,14869.6,14854.11,6855.54,5607.24,0.0,2406.82,24.0682,566.56,0.0
969287,1190499,3000,3000,2750.0,0,322,93.34,0,2,0,60000.0,1,-1,12,258,10,19.74,0,0,7,0,12738,70.0,14,3359.9355299999997,3079.94,3000.0,359.94,0.0,0.0,0.0,103.51,0.0
664913,850167,12000,12000,11950.0,0,316,372.12,0,3,3,80004.0,0,-1,9,80,33,9.66,0,0,19,0,1022,2.9,42,12074.41,12024.09,12000.0,74.41,0.0,0.0,0.0,12074.96,0.0
803745,1009537,10000,10000,10000.0,0,300,301.6,0,0,0,90000.0,0,-1,1,257,10,10.41,0,0,11,0,11532,42.4,24,10808.70895,10808.71,10000.0,808.71,0.0,0.0,0.0,206.94,0.0
996235,1220849,8000,8000,8000.0,0,99,271.45,2,10,0,132000.0,0,-1,2,48,30,8.83,3,1,8,0,5249,59.6,23,9810.804187,9810.8,8000.0,1780.8,30.0,0.0,0.0,860.29,0.0
609339,781592,5000,5000,5000.0,0,305,152.5,0,2,3,40000.0,0,-1,12,696,4,11.82,0,0,5,0,1379,51.1,10,5490.7509789999995,5490.75,5000.0,490.75,0.0,0.0,0.0,162.67,0.0
851074,1062960,4000,4000,4000.0,0,302,121.67,0,1,0,45600.0,0,-1,1,120,37,7.53,0,0,5,0,1042,15.8,23,4191.501306,4191.5,4000.0,191.5,0.0,0.0,0.0,2975.29,0.0
580465,746200,15000,15000,14975.0,0,154,521.53,3,16,3,61584.0,1,-1,2,606,42,19.1,0,1,4,0,34044,89.6,23,18776.497059999998,18745.2,15000.0,3776.5,0.0,0.0,0.0,594.11,0.0
851498,1063428,9600,9600,9600.0,0,266,359.82,5,26,3,60000.0,0,1,7,444,23,11.04,0,1,6,0,21949,99.3,7,782.05,782.05,194.32,164.51,0.0,423.22,4.06,359.82,0.0
548780,707458,4000,4000,4000.0,0,114,136.68,2,12,2,15000.0,0,-1,2,641,5,15.2,0,0,4,0,6438,67.8,6,4920.513900999999,4920.51,4000.0,920.51,0.0,0.0,0.0,145.06,0.0
1050684,1282331,7000,7000,7000.0,0,339,222.28,0,4,0,23000.0,0,-1,2,516,24,6.0,0,0,6,0,3763,28.7,7,7992.0073489999995,7992.01,7000.0,992.01,0.0,0.0,0.0,886.05,0.0
836483,1046530,5000,5000,5000.0,0,99,169.66,2,11,3,80000.0,1,1,2,42,6,6.85,0,0,4,0,15698,91.8,8,5815.7,5815.7,4668.76,1099.68,0.0,47.26,0.4726,27.9,0.0
612014,784766,10000,10000,10000.0,0,8,324.37,1,9,3,45000.0,0,-1,2,43,6,7.6,0,1,6,0,8232,51.4,11,11619.968429999999,11619.97,9999.99,1619.98,0.0,0.0,0.0,450.64,0.0
515463,666303,6000,6000,6000.0,0,149,207.88,3,16,0,37785.0,0,-1,7,676,3,21.85,0,0,8,0,15649,83.2,15,7483.773206,7483.77,6000.0,1483.77,0.0,0.0,0.0,223.72,0.0
685289,874910,5000,5000,5000.0,0,9,162.21,1,7,3,50500.0,1,-1,1,253,39,19.2,0,1,22,0,5391,49.9,36,5839.387504,5839.39,5000.0,839.39,0.0,0.0,0.0,164.42,0.0
469964,593105,15000,15000,14250.288919999999,0,176,527.36,3,19,0,100000.0,0,-1,2,607,42,18.91,0,0,9,0,30523,66.2,16,18882.67758,17935.01,15000.0,3882.68,0.0,0.0,0.0,3121.09,0.0
761798,962276,30000,30000,30000.0,0,166,1049.1,3,15,0,125000.0,2,1,2,741,4,23.63,0,2,10,0,48285,82.8,27,32348.5,32348.5,23937.78,7490.23,50.33246486,870.16,8.701599994,2106.85,0.0
549752,708703,12000,12000,11700.0,0,322,373.33,0,3,0,124000.0,2,-1,2,741,4,19.65,0,2,8,0,23467,41.2,26,13440.10128,13104.1,12000.0,1440.1,0.0,0.0,0.0,404.71,0.0
777779,980304,2500,2500,2500.0,0,334,78.91,0,4,0,84996.0,1,-1,6,342,17,7.81,1,2,7,0,0,0.0,19,2811.311966,2811.31,2500.0,311.31,0.0,0.0,0.0,852.38,0.0
770357,972016,2400,2400,2400.0,0,40,79.14,1,8,2,20400.0,0,-1,1,662,43,24.41,0,0,3,0,1665,75.7,3,2785.853024,2785.85,2400.0,385.85,0.0,0.0,0.0,294.59,0.0
390572,425733,4800,4800,4800.0,0,118,164.3,3,15,3,36400.0,2,-1,2,661,43,14.67,0,0,6,0,8038,51.5,8,5914.7310609999995,5914.73,4800.0,1114.73,0.0,0.0,0.0,176.8,0.0
606137,777558,12800,8575,8575.0,0,301,260.06,0,1,3,38000.0,2,-1,13,711,4,24.88,0,1,13,0,7448,26.6,23,9361.163556,9361.16,8575.0,786.16,0.0,0.0,0.0,545.81,0.0
703727,895743,2800,2800,2800.0,0,29,91.82,1,9,3,90000.0,2,-1,5,703,4,17.48,0,3,13,0,10409,71.4,31,3305.279238,3305.28,2800.0,505.28,0.0,0.0,0.0,111.83,0.0
456812,567538,19750,19750,19675.0,0,275,746.24,6,34,0,125000.0,0,1,2,6,19,19.87,0,1,28,0,90063,79.6,53,8477.44,8445.3,2486.4,1983.54,0.0,4007.5,1402.625,746.24,0.0
845232,1056404,4500,4500,4500.0,0,99,152.69,2,11,3,110000.0,0,-1,1,68,33,3.5,0,3,5,0,5271,60.6,15,4741.348909,4741.35,4500.0,241.35,0.0,0.0,0.0,4133.93,0.0
441132,534913,7500,7500,7500.0,0,59,249.75,1,8,3,80000.0,0,-1,13,68,33,2.77,0,2,4,0,653,19.8,12,7651.27,7651.27,7500.0,151.27,0.0,0.0,0.0,7402.72,0.0
487629,621688,6000,6000,6000.0,0,122,205.71,2,14,3,52000.0,0,-1,2,80,33,15.65,0,2,16,0,13800,93.2,28,7422.838312000001,7422.84,6000.0,1407.84,15.00000002,0.0,0.0,222.46,0.0
774286,976449,7200,7200,7200.0,0,26,235.69,1,7,3,42000.0,1,-1,2,80,33,4.23,0,3,3,0,5559,52.9,18,7736.331514,7736.33,7200.0,536.33,0.0,0.0,0.0,5860.93,0.0
478662,607759,25000,25000,22631.13932,0,15,814.0,1,7,0,80000.0,0,-1,2,617,42,18.27,0,0,10,0,31213,27.1,21,29305.551369999997,26492.28,25000.0,4305.56,0.0,0.0,0.0,853.59,0.0
1043410,1273734,18650,18650,18600.0,0,328,583.57,0,3,0,50000.0,0,-1,1,436,47,21.62,0,0,11,0,25499,55.9,23,21008.24627,20951.92,18650.0,2358.25,0.0,0.0,0.0,589.54,0.0
497364,637618,15000,15000,13944.62904,0,327,469.21,0,4,0,85000.0,1,-1,2,105,33,16.24,0,2,12,0,36182,15.6,28,16892.51861,15699.88,15000.0,1892.52,0.0,0.0,0.0,491.78,0.0
967906,1188863,5000,5000,5000.0,0,304,152.18,0,0,0,30000.0,0,-1,2,374,34,4.8,0,1,7,0,8028,22.7,17,5478.387981,5478.39,5000.0,478.39,0.0,0.0,0.0,155.59,0.0
843415,1054206,7000,7000,7000.0,0,334,220.95,0,4,0,48000.0,0,-1,4,571,2,12.22,1,0,5,0,9033,67.4,12,7953.805017000001,7953.81,7000.0,953.81,0.0,0.0,0.0,238.89,0.0
651651,833559,8000,8000,8000.0,1,0,169.98,1,6,2,16800.0,2,-1,7,715,4,5.36,0,0,4,0,2197,13.3,7,9557.042743,9557.04,8000.0,1557.04,0.0,0.0,0.0,4803.75,0.0
608388,780451,9250,9250,9250.0,1,202,230.19,4,23,0,38400.0,0,-1,4,725,4,6.81,0,3,4,0,9292,80.8,7,13841.237930000001,13841.24,9250.0,4561.24,30.0,0.0,0.0,230.02,0.0
389885,420272,10000,10000,3925.0,0,198,356.27,4,24,3,60000.0,2,-1,11,287,9,11.18,0,1,19,0,6070,88.0,36,13817.628880000002,5423.42,10000.0,3817.63,0.0,0.0,0.0,1016.32,0.0
619290,793766,16000,16000,15825.0,1,62,357.78,2,10,0,39996.0,2,1,2,263,10,18.69,0,2,11,0,24690,61.9,34,14625.0,14465.13,10045.35,4579.65,0.0,0.0,0.0,83.17,0.0
480632,611072,22000,22000,19975.0,0,5,712.47,1,6,0,75693.81,0,-1,9,474,14,15.46,0,0,11,0,17346,18.6,31,23375.73581,21224.11,22000.0,1375.74,0.0,0.0,0.0,18408.82,0.0
739311,936884,30000,30000,29950.0,1,195,741.88,4,21,0,111000.0,2,-1,2,98,33,19.23,0,1,15,0,45880,25.3,31,40338.32987,40271.1,30000.0,10338.33,0.0,0.0,0.0,18880.22,0.0
883958,1099296,16450,16450,16425.0,0,17,535.83,1,6,2,38400.0,2,1,2,315,1,23.19,1,0,9,0,21281,46.0,25,9614.18,9599.64,6876.6,2161.2,26.742313800000005,549.63,5.68,500.0,0.0
708965,901516,5000,5000,5000.0,1,73,112.95,2,10,3,40000.0,0,1,11,68,33,14.88,0,0,4,0,23237,76.2,7,4494.03,4494.03,2908.5,1277.6,0.0,307.93,2.9028,928.2,0.0
755184,954977,4200,4200,4200.0,0,302,127.76,0,1,0,63096.0,0,-1,2,580,35,2.66,0,1,9,0,6367,37.3,14,4352.8317130000005,4352.83,4200.0,152.83,0.0,0.0,0.0,3459.52,0.0
642782,822683,3950,3950,3425.0,0,307,121.14,0,3,0,100000.0,0,-1,2,132,37,13.79,0,0,12,0,10458,37.5,33,4284.072635,3714.68,3950.0,334.07,0.0,0.0,0.0,1868.61,0.0
624441,800233,10000,6050,6000.0,0,307,185.54,0,3,0,100000.0,0,-1,2,132,37,13.79,0,0,12,0,10458,37.5,33,6576.157164,6521.81,6050.0,526.16,0.0,0.0,0.0,2691.14,0.0
572770,736759,6000,6000,6000.0,0,205,214.49,4,22,3,50004.0,1,-1,2,553,18,20.78,0,1,9,0,16991,98.2,12,7722.213778,7722.21,6000.0,1722.21,0.0,0.0,0.0,230.53,0.0
466944,586913,3000,3000,3000.0,0,49,99.41,1,7,3,48000.0,0,-1,9,721,4,23.93,0,2,4,0,0,0.0,16,3467.205135,3467.21,3000.0,467.21,0.0,0.0,0.0,15.62,0.0
990728,1214923,8500,8500,8500.0,0,99,288.41,2,10,3,30000.0,0,-1,11,710,4,23.68,1,3,7,0,5796,31.7,28,10297.5052,10297.51,8500.0,1797.51,0.0,0.0,0.0,246.61,0.0
740458,938168,10000,10000,10000.0,0,321,311.02,0,3,3,44000.0,0,-1,9,444,23,9.68,0,0,9,0,17643,49.7,14,10240.47089,10240.47,10000.0,240.47,0.0,0.0,0.0,9312.28,0.0
993894,1218497,6000,6000,5975.0,0,328,187.75,0,3,3,51928.0,0,1,9,714,4,20.22,0,0,10,0,2952,32.4,12,750.32,747.2,598.34,151.98,0.0,0.0,0.0,187.75,0.0
853709,1065892,16000,16000,15975.0,1,227,409.7,4,21,3,41520.0,2,-1,2,289,9,13.79,0,1,2,0,1237,49.5,8,21278.94411,21245.69,16000.0,5278.94,0.0,0.0,0.0,11447.02,0.0
832754,1042182,20000,20000,19700.0,1,83,454.96,2,10,0,51000.0,2,-1,4,289,9,17.41,0,0,12,1,6477,48.3,23,26456.74,26059.89,20000.0,6456.74,0.0,0.0,0.0,8296.37,1.0
675717,863547,2500,2500,2500.0,0,323,77.95,0,4,3,42228.0,1,1,9,714,4,23.22,0,0,9,0,2695,39.3,10,928.92,928.92,765.24,163.68,0.0,0.0,0.0,77.95,0.0
568148,730913,16000,16000,15950.0,1,185,391.82,3,19,0,90000.0,2,1,2,58,30,11.71,0,0,15,1,8963,64.9,23,13434.63,13392.72,7181.96,5723.68,0.0,528.99,5.0626,391.82,0.0
1034454,1264067,30000,30000,29997.60698,1,271,809.75,5,25,0,96000.0,2,-1,1,671,3,14.6,1,0,12,0,26422,66.6,37,37704.45905,37697.72,30000.0,7704.46,0.0,0.0,0.0,25565.17,0.0
985083,1208540,5000,5000,5000.0,0,46,165.38,1,7,3,21120.0,0,1,2,294,9,19.15,0,0,6,0,2073,76.8,10,1725.01,1725.01,1087.82,397.64,14.98004396,224.57,2.16,345.76,0.0
1028216,1257811,7200,7200,7200.0,0,240,264.04,4,21,3,35000.0,0,1,2,292,9,16.7,0,3,6,0,4040,98.5,17,8591.47,8591.47,6187.14,2262.14,0.0,142.19,1.4219000030000002,518.08,0.0
834975,1044879,5000,5000,5000.0,0,360,161.32,1,5,0,25480.0,1,-1,2,632,5,22.65,0,0,7,1,9851,76.4,13,5805.875807,5805.88,5000.0,805.88,0.0,0.0,0.0,337.11,1.0
496835,636731,2000,2000,1500.0,0,357,64.43,1,5,3,50450.0,0,-1,9,714,4,8.99,0,0,4,0,1274,19.9,5,2233.2156010000003,1674.91,2000.0,233.22,0.0,0.0,0.0,1140.46,0.0
746180,944834,1800,1800,1800.0,0,83,60.65,2,10,0,48000.0,1,1,6,267,10,24.7,0,2,5,0,11007,57.6,13,998.21,998.21,712.07,256.19,29.95134061,0.0,0.0,121.3,0.0
1044372,1274718,15000,15000,15000.0,0,157,521.97,2,13,0,55000.0,0,-1,2,259,10,22.69,0,1,12,0,14475,72.4,32,18508.50257,18508.5,15000.0,3508.5,0.0,0.0,0.0,222.12,0.0
751100,950512,9000,9000,9000.0,0,40,296.75,1,8,0,35000.0,1,1,2,258,10,6.93,0,0,5,0,7254,65.4,12,7391.69,7391.69,5005.28,1838.56,0.0,547.85,5.478500004,297.56,0.0
621890,797037,9600,9600,9600.0,0,130,330.26,3,16,3,63000.0,0,-1,2,259,10,22.36,0,3,12,0,5400,52.4,27,11442.92958,11442.93,9600.0,1842.93,0.0,0.0,0.0,4839.08,0.0
442661,537758,17000,17000,16650.0,0,59,566.1,1,8,0,63504.0,0,1,2,263,10,15.8,0,1,9,0,21441,80.6,33,7452.51,7298.91,4991.45,2449.77,0.0,11.29,4.26,240.0,0.0
451509,556318,12500,12500,11925.0,0,101,424.61,2,12,3,41000.0,0,-1,2,257,10,23.94,0,2,10,0,8180,83.5,14,13653.658959999999,13025.59,12500.0,1153.66,0.0,0.0,0.0,10261.11,0.0
1041284,1271517,3000,3000,3000.0,0,46,99.23,1,7,0,49152.0,1,-1,4,257,10,22.51,0,1,23,0,2080,11.6,43,3261.217822,3261.22,3000.0,261.22,0.0,0.0,0.0,2372.51,0.0
799106,1004268,5000,5000,5000.0,0,334,157.82,0,4,0,33000.0,0,-1,1,267,10,8.22,0,3,9,0,1303,6.7,44,5679.756574,5679.76,5000.0,679.76,0.0,0.0,0.0,173.85,0.0
503878,648587,7800,7800,6975.0,0,357,251.25,1,5,0,33000.0,1,-1,2,267,10,13.67,0,3,12,0,1763,7.6,41,8105.684437000001,7248.36,7800.0,305.68,0.0,0.0,0.0,7103.62,0.0
992586,1216709,1400,1400,1400.0,0,195,49.76,3,16,0,19200.0,1,-1,2,257,10,21.38,0,1,3,0,5942,99.0,7,1419.6,1419.6,1400.0,19.6,0.0,0.0,0.0,1419.92,0.0
450467,554073,10500,10500,10320.847,0,124,360.22,2,14,0,50000.0,0,-1,1,258,10,5.71,0,2,8,0,7156,56.3,14,12967.49225,12737.68,10500.0,2467.49,0.0,0.0,0.0,389.02,0.0
863878,1077026,20000,20000,19975.0,1,261,532.67,5,25,0,120000.0,2,-1,2,263,10,16.26,1,3,13,0,13315,34.7,37,31832.75,31792.96,20000.0,11832.75,0.0,0.0,0.0,3068.57,0.0
831379,1040598,35000,35000,34850.0,1,99,805.17,2,11,0,130000.0,2,-1,6,717,4,6.22,0,1,8,0,95,0.3,13,40709.94984,40535.48,35000.0,5709.95,0.0,0.0,0.0,28658.77,0.0
593265,761854,8000,8000,8000.0,0,102,271.91,2,11,3,24000.0,1,-1,9,80,33,19.3,0,0,10,0,7182,37.8,12,9705.537611,9705.54,8000.0,1705.54,0.0,0.0,0.0,2124.55,0.0
457562,568915,14500,14500,13725.0,0,194,514.77,4,21,3,28800.0,0,1,9,287,9,7.54,0,2,4,0,5465,80.4,5,1152.72,1091.07,312.49,201.38,0.0,638.85,6.21,514.77,0.0
495659,634922,16000,16000,15900.0,0,110,545.67,2,13,3,51000.0,0,-1,1,715,4,14.92,0,0,15,0,21242,82.3,19,19645.21641,19522.43,16000.0,3645.22,0.0,0.0,0.0,574.03,0.0
710427,903180,12000,12000,12000.0,1,40,263.86,1,8,3,93318.0,1,-1,9,410,22,5.56,0,0,7,0,8954,0.0,23,15766.149980000002,15766.15,12000.0,3766.15,0.0,0.0,0.0,2089.91,0.0
482640,613972,3000,3000,3000.0,0,322,93.33,0,3,3,24000.0,0,1,9,122,37,5.55,0,0,6,0,4296,20.4,12,3029.05,3029.05,2002.13,320.87,0.0,706.05,125.14,93.33,0.0
1019989,1248741,5000,5000,5000.0,0,339,158.77,0,4,3,36400.0,0,-1,2,634,5,15.99,0,2,6,0,6681,61.7,16,5652.915474,5652.92,5000.0,652.92,0.0,0.0,0.0,1690.94,0.0
599649,769633,2350,2350,2236.355869,0,327,73.52,0,4,3,40080.0,1,-1,0,734,4,5.87,0,0,8,0,4794,16.5,11,2646.551143,2512.04,2350.0,296.55,0.0,0.0,0.0,77.98,0.0
1046854,1277711,12000,12000,12000.0,0,125,411.71,2,11,3,75000.0,0,-1,1,715,4,24.56,0,0,17,0,11222,93.5,24,13787.9908,13787.99,12000.0,1787.99,0.0,0.0,0.0,8035.12,0.0
627603,804246,4800,4800,4775.0,0,310,148.02,0,4,0,36000.0,0,-1,2,310,1,3.4,0,0,10,0,2149,12.8,15,4931.910878,4906.22,4800.0,131.91,0.0,0.0,0.0,4341.52,0.0
544273,702130,6000,6000,5975.0,0,145,207.53,3,15,3,16800.0,1,-1,2,310,1,6.14,1,0,10,0,6531,65.8,25,6780.507084000001,6752.25,6000.0,780.51,0.0,0.0,0.0,297.25,0.0
853738,1065924,20950,17200,17200.0,1,279,468.81,5,28,0,77000.0,2,1,2,54,30,19.92,0,3,28,0,27896,55.0,61,1695.24,1695.24,327.67,608.45,0.0,759.12,7.2,468.81,0.0
848086,1059651,14400,14400,14375.0,1,99,331.27,2,11,3,33600.0,2,-1,1,27,29,23.14,0,3,16,1,10007,39.1,50,17825.03984,17794.09,14400.0,3425.04,0.0,0.0,0.0,9887.43,1.0
608422,780495,20000,12550,12311.3,1,310,247.98,0,4,0,103000.0,2,-1,2,445,23,12.68,0,0,6,0,4627,8.6,11,14861.826280000001,14525.93,12550.0,2311.83,0.0,0.0,0.0,1482.95,0.0
378533,403869,15000,15000,7994.063966,0,192,532.05,4,23,0,59950.0,2,1,2,471,26,11.15,0,1,13,0,13672,93.8,27,2727.78,1443.61,1322.41,1405.37,0.0,0.0,0.0,200.46,0.0
1015821,1243307,13000,13000,13000.0,0,74,436.09,1,9,3,118000.0,1,1,1,81,33,6.33,0,0,9,0,20564,89.8,16,8309.55,8309.55,5931.99,1950.8,0.0,426.76,4.054600002,436.09,0.0
662678,847434,12000,12000,12000.0,1,29,261.57,1,9,3,80000.0,1,-1,9,80,33,2.07,0,0,7,0,7688,87.4,24,15673.84998,15673.85,12000.0,3658.85,14.99999991,0.0,0.0,1518.12,0.0
630368,807623,25000,25000,24500.0,0,144,864.56,3,17,3,47000.0,2,-1,1,56,30,14.45,0,1,5,0,21098,76.7,7,29069.898230000003,28488.5,25000.0,4069.9,0.0,0.0,0.0,16126.42,0.0
972735,1194704,3600,3600,3600.0,0,74,120.77,1,9,3,80000.0,0,-1,13,80,33,7.27,0,2,8,0,9631,96.3,25,4334.013241,4334.01,3600.0,719.01,14.99999995,0.0,0.0,91.12,0.0
849347,1061056,9175,9175,9175.0,0,26,300.34,1,7,2,25000.0,0,-1,1,282,9,17.9,0,0,7,0,10013,68.6,18,10811.99745,10812.0,9175.0,1637.0,0.0,0.0,0.0,333.25,0.0
536585,693185,3250,3250,3250.0,0,91,109.87,2,10,0,68000.0,1,-1,1,282,9,10.24,1,2,20,0,32105,72.9,29,3955.235074,3955.24,3250.0,705.24,0.0,0.0,0.0,111.56,0.0
711367,904315,21600,21600,21525.0,1,73,487.94,2,10,0,118000.0,1,1,2,588,42,16.52,0,0,17,0,20424,35.2,48,13988.84,13940.25,8036.05,5137.08,0.0,815.71,8.157100006,63.3,0.0
843914,1054758,20000,20000,18275.0,1,190,491.59,3,17,0,72000.0,2,-1,13,587,42,24.58,0,3,14,0,12231,34.8,30,22112.93577,20205.69,20000.0,2112.94,0.0,0.0,0.0,18678.06,0.0
542658,700248,3500,3500,3500.0,0,139,120.85,2,14,3,70000.0,1,1,2,173,20,7.08,0,1,2,1,0,0.0,4,199.65,199.65,0.0,0.0,0.0,199.65,70.0,0.0,1.0
