ACRS Report Type,Route Type,Cross-Street Type,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Injury Severity,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Equipment Problems,Latitude,Longitude,Fault
2,0,3,1,2,0,4,6,8,0,5,12,12,18,17,0,4,25,0,0,2017,4,39.1573095,-77.23659667,0
1,0,0,16,0,10,4,6,8,1,2,1,1,18,6,4,1,30,0,0,2004,4,39.17517882,-77.25742579,1
2,0,8,14,6,10,3,6,8,1,2,6,6,5,2,2,2,50,0,0,2014,4,39.098695,-77.20439,1
2,3,5,9,3,0,4,1,8,1,1,12,12,18,2,1,1,35,0,0,2003,4,39.01544000000001,-77.07879,1
2,0,5,16,2,0,1,7,8,1,2,12,12,18,20,0,1,40,0,0,2007,4,39.085417,-77.11217333,0
1,3,0,9,2,0,1,1,8,1,2,12,12,18,17,1,1,25,0,0,2013,4,38.98668402,-77.09447622,1
1,3,0,16,2,0,4,7,8,1,1,12,12,18,9,1,1,40,0,0,2012,4,38.99035458,-77.10353505,1
1,0,3,15,2,0,4,1,8,2,1,4,4,14,8,2,1,25,0,0,2011,4,39.10945,-76.93759333,0
2,0,3,9,2,0,4,1,8,1,2,12,12,18,17,0,0,40,0,0,2009,4,39.10805833,-77.004215,1
1,3,3,15,2,0,4,2,8,2,2,12,12,18,7,0,0,30,0,0,2015,4,39.01556,-77.04222833,1
2,3,3,14,7,0,4,1,8,1,5,3,3,18,9,2,2,35,0,0,2016,4,39.28844333,-77.20116167,0
1,3,8,9,2,0,4,1,8,2,1,12,12,18,9,2,2,40,0,1,2004,4,39.26034667,-77.22320667,1
2,3,4,16,11,0,4,7,8,1,2,12,12,20,6,1,0,40,0,0,2013,4,39.09181,-77.15341217,0
2,3,0,7,2,0,0,1,10,1,2,0,2,18,13,1,1,5,0,0,2008,4,39.0816195,-77.1805315,1
1,3,0,7,2,0,1,3,10,1,6,15,15,18,17,0,1,35,0,0,0,7,38.9871677,-77.02673435,1
2,3,0,7,2,0,4,1,8,1,4,9,9,18,1,3,3,25,0,0,2011,4,39.18306724,-77.23801196,1
1,3,0,14,2,0,4,1,8,1,2,13,13,18,2,1,1,35,0,0,2016,4,39.00438226,-77.11048365,1
2,0,0,14,6,10,0,8,8,1,5,10,10,6,9,1,1,25,0,0,2008,7,39.17856017,-77.26175483,0
2,0,0,14,6,10,1,1,8,1,5,13,13,9,9,2,2,5,0,0,2014,4,39.05718833,-77.07691,1
2,3,8,9,2,2,4,1,8,1,0,9,9,18,2,2,2,35,0,0,2010,4,39.018245,-77.10247,1
2,0,0,14,3,0,0,7,10,1,5,10,10,18,9,1,1,45,0,0,2011,7,39.14091468,-77.151808,1
1,3,3,4,2,0,4,7,8,2,1,12,12,18,9,2,2,35,0,0,2014,4,39.15263,-77.212115,1
2,9,0,9,2,0,4,2,8,1,1,9,9,18,17,1,1,40,0,0,2018,4,39.012135,-77.01678667,0
2,3,4,7,2,0,4,7,8,1,3,1,1,18,20,0,0,25,0,0,2007,4,39.063872,-77.12786633,0
2,9,0,12,3,0,4,7,8,1,2,6,6,17,9,2,2,35,1,0,1999,4,39.00477,-77.28162467,0
1,0,0,16,3,10,4,7,8,1,1,12,12,17,9,1,1,35,0,0,2011,4,39.17016,-77.194485,1
1,3,0,9,6,0,4,1,8,1,1,3,12,18,9,2,2,45,0,0,1999,4,39.09411333,-77.07935333,1
2,0,0,6,3,10,4,1,8,1,1,10,10,18,9,0,0,30,0,0,2016,4,39.04497833,-77.219335,0
1,0,0,16,6,10,1,6,8,1,2,12,15,18,6,0,2,30,0,0,2001,4,39.00599167,-76.98461667,1
1,0,0,4,7,0,4,7,8,1,1,12,12,18,6,1,0,35,0,0,2007,4,38.953,-77.33800000000002,1
2,0,3,3,2,0,4,1,0,1,5,1,1,18,0,1,1,25,0,0,2007,4,39.15431833,-77.25432667,1
2,0,0,6,2,0,4,7,8,1,2,6,6,18,6,0,0,30,0,0,2015,4,39.14968667,-77.01302833,1
2,0,0,8,3,10,4,1,8,1,1,5,5,18,9,0,0,35,0,0,2015,4,39.11511283,-77.21338033,0
1,3,8,9,3,10,1,10,8,1,5,12,12,18,0,0,0,40,0,0,2003,4,39.14234833,-77.22044167,1
2,2,3,13,6,10,4,7,8,1,1,6,6,29,9,1,4,25,0,0,2000,7,39.02083833,-76.97455,1
2,3,3,9,9,0,4,7,0,1,1,12,12,18,17,0,0,10,0,0,13,4,39.14320028,-77.22061515,1
1,3,4,13,2,0,4,1,8,1,2,2,3,18,2,2,2,30,0,0,2017,4,38.98355167,-77.093055,1
1,3,1,15,3,0,4,1,0,2,0,2,7,18,9,4,4,40,0,0,2016,7,39.11827796,-77.10289797,1
1,3,2,4,2,8,1,1,6,1,2,6,6,18,6,4,1,30,0,0,2014,4,39.14420548,-77.20204272,1
2,3,0,9,2,0,4,6,8,1,5,6,6,18,13,3,3,0,0,0,2003,4,39.28949833,-77.20524833,1
2,0,3,9,2,10,1,7,1,1,5,12,12,18,17,1,1,45,0,0,2011,4,39.13975333,-77.20502667,1
2,3,6,14,2,0,4,7,8,1,1,12,12,18,10,2,2,40,0,0,2007,4,39.23210355,-77.28487015,0
2,3,5,15,2,0,4,1,1,1,6,15,15,18,1,1,2,40,1,0,1998,4,39.19459000000001,-77.240575,1
2,0,0,16,2,0,4,7,8,1,1,4,4,18,6,0,2,35,0,0,2005,4,39.06297667,-77.11633167,0
2,4,4,15,2,0,4,7,8,1,1,12,12,29,6,2,0,25,0,0,2009,4,39.08071167,-77.18513667,1
2,0,3,14,3,0,4,1,8,1,5,12,12,15,9,4,4,25,0,0,1988,4,39.26151333,-77.19813833,0
2,0,0,7,2,0,4,1,8,1,5,12,12,16,20,1,1,35,0,0,1984,4,39.04244,-77.04789667,0
2,6,4,15,3,10,4,1,8,1,1,12,12,18,9,1,1,35,0,0,2009,4,39.10967667,-77.18531667,1
1,3,0,16,2,0,4,7,8,1,1,12,12,19,9,4,4,45,0,0,2001,4,38.99046833,-77.15257333,0
1,0,0,16,6,10,1,0,8,3,2,4,4,18,9,0,0,35,0,0,2005,4,39.05825023,-77.07115173,0
2,3,0,9,6,10,4,7,8,1,1,12,12,18,0,0,0,35,0,0,2004,4,39.140085,-77.20451333,1
1,3,3,7,2,0,4,7,8,3,1,1,1,18,2,4,4,15,0,0,2013,4,38.97288317,-77.12160233,1
1,0,8,16,2,0,1,6,8,2,1,12,12,18,9,1,1,30,0,0,2010,4,39.16415333,-77.27232333,0
2,4,3,4,2,0,4,7,8,1,1,12,12,18,9,0,2,35,0,1,2015,4,39.154905,-77.20858833,0
2,0,3,9,2,0,4,7,8,1,5,9,9,0,20,2,2,25,0,0,2019,4,38.99537933,-77.0456205,0
2,0,3,16,3,10,4,1,10,1,5,9,12,18,4,0,0,35,0,0,0,7,39.03895091,-76.99213386,1
2,3,8,4,2,0,4,1,3,1,1,1,12,18,9,2,2,45,0,0,2013,4,39.1964385,-77.24485695,0
2,3,0,0,2,0,4,1,1,1,5,13,13,21,12,1,1,0,0,1,2014,4,39.176995,-77.066375,0
2,4,3,6,2,0,1,1,8,1,5,6,13,3,9,4,4,25,0,0,15,4,38.977875,-77.07631167,1
2,0,0,4,6,10,1,1,5,1,0,3,3,18,6,1,0,30,0,0,1999,4,39.12491833,-77.08895,1
1,4,4,9,2,0,1,7,8,3,1,9,9,18,20,0,0,35,0,0,2015,7,39.071485,-77.13921833,0
2,3,0,7,2,0,4,1,8,1,5,9,9,23,1,3,3,0,1,0,2013,4,39.053625,-76.963735,1
1,0,3,9,2,0,4,7,8,2,1,9,9,18,20,0,0,35,0,0,2019,4,39.09302,-77.04284841,0
1,0,3,9,2,0,4,3,8,1,5,12,12,26,18,2,2,30,0,0,2008,4,39.18234167,-77.26049499999998,1
2,3,8,9,2,0,1,3,1,1,3,12,12,18,17,4,4,35,0,0,2016,4,39.15276043,-77.21127033,1
2,3,0,9,2,0,4,1,8,1,0,12,12,0,17,1,1,35,0,0,2013,4,39.00101333,-77.03295833,1
2,3,6,9,2,0,4,1,8,1,1,12,12,20,9,1,1,40,0,0,2009,5,39.01664508,-76.97659593,1
2,9,0,14,2,0,4,1,8,1,1,6,6,18,4,2,2,35,0,0,2007,4,39.01374667,-77.01682333,1
1,5,5,4,6,10,1,7,8,0,1,6,6,18,9,1,0,40,0,0,2019,4,39.05319,-77.13606333,0
2,0,3,14,2,0,4,1,8,1,1,14,6,18,9,2,2,35,1,0,2010,4,39.00043633,-77.03374017,1
1,0,0,16,2,0,4,6,8,4,0,12,12,6,9,0,0,35,0,0,1969,4,39.07477101,-77.00508835,0
2,3,0,14,3,0,5,1,8,1,1,10,12,24,9,0,0,45,0,0,2014,4,39.09631167,-77.10943167,0
1,3,0,9,2,0,4,7,8,2,2,9,9,18,9,4,4,50,0,0,2007,4,38.98931667,-77.14968499999998,0
2,3,1,7,2,0,4,1,8,1,2,8,8,18,17,3,3,25,0,0,2004,4,38.99803308,-77.00494409,0
2,0,0,12,2,0,4,0,8,1,5,1,1,12,1,4,4,25,0,0,2018,4,38.98826167,-77.011525,0
1,0,0,16,2,0,3,6,8,1,2,12,3,18,9,2,2,25,0,0,2010,4,39.05091857,-77.17730284,1
2,3,4,14,2,0,1,1,8,1,3,6,6,18,9,0,0,30,0,0,2003,4,39.08346167,-77.13669333,1
1,3,4,9,2,0,1,7,8,2,2,9,9,18,20,1,1,35,0,0,2015,4,39.0759185,-77.16247267,0
2,0,0,14,2,0,4,1,8,1,1,6,6,18,9,1,1,25,0,0,2005,1,39.07887478,-77.09756613,1
2,0,6,16,2,0,4,0,8,1,5,12,12,8,17,1,1,45,0,0,2016,4,39.19892559,-77.26065114,1
1,0,3,9,2,0,1,7,8,1,1,2,9,0,6,4,4,30,0,0,2014,4,39.17083167,-77.26246833,0
2,0,0,7,9,7,1,1,8,1,3,12,12,19,9,4,4,30,0,0,2014,5,39.04403611,-77.05589533,1
1,3,0,4,2,0,4,7,8,3,1,11,11,18,6,0,2,40,0,0,2015,3,39.081155,-77.04704833,1
2,3,6,7,2,5,4,1,8,1,5,1,1,12,9,1,1,0,0,0,2015,4,39.02125167,-76.97648167,0
1,0,0,16,6,10,4,1,8,2,1,12,7,18,0,0,0,25,0,0,2000,3,39.16404167,-77.09153652,1
2,3,5,9,6,10,4,7,8,1,2,12,12,15,9,4,4,35,0,0,1991,4,38.996135,-77.04204833,1
2,0,5,7,2,8,7,1,10,1,2,9,9,18,1,0,1,65,0,0,2006,4,39.14982,-77.27183333,1
1,4,8,3,10,0,4,7,8,1,1,12,12,0,17,4,2,40,0,0,2016,4,39.10377333,-77.1914,1
1,4,4,15,6,10,5,6,8,1,5,1,1,18,18,2,4,25,0,0,2014,4,39.09632978,-77.19286117,1
2,4,4,16,2,0,4,1,8,1,2,10,10,26,9,1,1,25,0,0,2005,4,39.10817067,-77.18138833,0
2,3,8,9,2,0,4,7,8,1,3,9,9,16,20,2,2,40,0,0,2017,4,39.0878805,-77.15066383,0
1,3,0,9,3,0,4,1,8,2,5,9,9,18,20,2,2,35,0,0,2014,4,38.99488333,-77.07737,0
2,3,3,10,9,0,3,1,8,1,5,12,12,18,17,4,4,50,0,0,2003,4,39.12852333,-77.34336833,1
1,9,3,12,3,0,3,7,8,1,1,14,11,21,9,2,2,35,0,0,2009,4,39.00453883,-77.0237165,0
1,3,0,16,3,0,4,6,8,3,0,12,12,0,1,1,0,45,0,0,2005,0,39.08072167,-77.00119667,1
1,5,0,4,2,0,4,7,8,1,2,7,12,18,6,4,1,40,0,0,2014,4,38.995469,-76.95431667,0
1,0,0,16,2,0,4,6,8,2,5,1,1,18,20,1,1,15,0,0,2013,4,39.181245,-77.26993,0
1,3,9,4,2,0,4,7,8,2,1,12,12,18,9,2,2,30,0,0,2017,4,38.977195,-77.106695,0
1,0,0,4,2,0,4,1,8,1,2,12,12,18,9,0,0,25,0,0,2002,4,38.990115,-77.02064,0
2,5,0,9,2,0,4,6,8,1,2,12,12,18,17,4,1,30,0,0,2006,7,39.22083833,-77.37572,1
2,5,3,9,2,0,4,7,8,1,5,9,9,0,14,2,1,40,0,0,2003,4,39.20502833,-77.071595,0
2,0,0,6,2,0,1,1,8,1,4,13,13,19,12,1,1,25,0,1,2014,4,39.05968315,-77.07364619,0
2,3,0,14,2,0,4,1,8,1,6,0,0,18,2,4,4,35,0,0,2011,4,39.14920333,-77.14731167,1
1,3,4,4,2,0,4,1,0,1,1,12,12,18,9,2,2,40,0,0,2010,4,39.078705,-77.14222833,0
1,0,5,9,2,0,0,7,8,2,5,9,9,18,20,0,0,25,0,0,2015,4,39.060205,-76.95635,0
2,3,0,12,2,0,1,1,8,1,5,12,3,19,12,1,1,5,0,1,2001,4,39.09689967,-76.92101106,0
2,2,6,15,2,0,4,1,8,1,1,12,12,18,0,1,2,35,0,0,2002,4,39.14899333,-77.21739000000002,0
2,3,0,16,6,0,1,6,8,1,1,4,4,0,20,0,0,15,0,0,2016,4,39.128312,-77.20691049999998,0
2,0,0,15,2,0,4,1,8,1,3,8,9,23,1,1,1,25,0,0,2004,4,39.045535,-77.10177333,1
2,0,3,9,2,0,4,7,8,1,2,12,12,18,18,4,4,35,0,0,2013,7,39.15931,-77.06418667,1
1,0,0,9,6,10,4,1,8,3,2,9,9,18,20,4,4,25,0,0,2014,4,39.097125,-77.09699833,0
2,3,0,14,2,0,4,1,8,1,5,1,1,18,13,1,2,5,0,0,2013,4,39.08095167,-77.07839167,1
2,0,0,16,3,0,4,1,8,1,1,6,6,18,9,4,4,35,0,0,2004,4,39.11747,-77.18434167,0
2,0,0,13,2,0,1,1,10,1,5,6,6,18,17,4,4,25,0,0,2013,7,39.11535667,-77.16639333,1
2,3,8,3,9,0,1,1,8,1,5,12,12,9,16,1,1,40,0,0,2008,4,39.00128487,-76.98601842,1
2,4,4,15,2,0,1,6,1,1,5,12,8,18,9,4,4,10,0,0,2017,7,39.12687472,-77.19923258,1
1,4,3,4,6,10,4,7,8,1,1,12,12,15,9,0,0,25,0,0,2012,4,39.15442437,-77.20940351,0
1,3,3,9,2,0,1,7,8,3,0,12,12,18,9,4,4,40,0,0,2008,4,39.1045,-77.20336667,1
2,0,3,4,3,0,4,7,8,1,2,12,12,18,20,4,4,25,0,0,2011,4,39.03191467,-77.11094833,0
2,3,3,14,2,0,4,1,10,1,2,0,0,18,9,0,0,40,0,0,1996,4,39.05350158,-77.08949028,1
2,0,0,7,6,10,4,1,8,1,1,12,12,18,9,2,4,25,0,0,2004,4,39.00635939,-76.98285215,1
2,3,8,15,2,0,2,1,8,1,0,5,7,18,9,0,0,40,0,0,2003,4,39.32959833,-77.21428333,1
2,0,0,7,2,0,1,1,5,1,1,6,6,18,9,4,4,25,0,0,2003,4,39.00049,-76.996585,1
1,0,9,15,2,0,4,7,8,1,5,12,12,16,6,1,0,30,0,0,2011,4,38.9945977,-77.20859499999997,1
1,5,0,16,2,0,4,6,8,2,1,1,1,17,18,2,4,30,0,1,2011,4,39.20423333,-77.24487167,0
2,9,0,16,6,10,1,7,8,1,5,4,4,18,9,2,2,30,0,0,2016,4,38.997805,-77.02696333,0
2,0,8,4,2,0,4,1,8,1,2,12,12,22,9,1,1,25,0,0,2014,4,39.058075,-77.12633833,0
2,3,6,9,2,0,4,1,8,1,5,12,12,29,9,1,1,35,0,0,2002,4,39.003225,-77.077345,1
1,3,0,16,2,0,1,1,8,1,2,10,10,19,6,4,1,15,0,0,1997,4,39.08200333,-77.077005,0
2,3,3,7,2,0,4,7,8,1,0,9,9,18,17,4,4,35,0,0,2009,4,39.0650628,-77.20919416,1
2,0,0,16,2,0,1,6,8,1,1,12,1,18,9,1,1,25,0,0,2002,4,39.06618667,-77.06274833,0
1,5,0,9,4,0,4,1,8,1,2,12,12,18,17,2,2,40,0,0,2013,4,39.22526667,-77.26263667,1
1,3,0,9,2,0,4,0,8,2,5,9,9,18,17,2,2,40,0,0,1996,4,39.05452201,-77.05052555,0
2,3,8,9,2,0,4,7,8,1,1,9,9,18,20,2,2,40,0,0,2018,4,39.109595,-77.16030333,0
1,3,0,9,3,0,3,7,1,3,2,3,12,5,20,2,2,40,0,0,2015,4,39.081245,-77.047285,0
1,0,0,9,2,0,4,1,8,0,1,12,12,25,11,4,4,50,0,0,2014,4,39.06456167,-77.07206167,1
1,3,0,16,2,0,4,6,8,2,2,12,12,0,20,0,0,25,0,0,2000,4,39.0038,-77.13811333,0
1,3,9,9,6,10,3,1,8,1,1,12,12,18,9,3,1,30,0,0,2014,4,39.07825833,-77.13839499999997,1
1,0,8,16,2,0,4,6,8,2,1,12,12,18,9,4,0,30,0,0,2014,4,39.1826295,-77.2708325,0
2,0,8,14,6,10,4,6,8,1,2,4,12,19,19,2,2,50,0,0,2003,4,39.098695,-77.10973833,0
1,3,0,16,2,5,4,1,10,1,2,12,12,18,8,1,0,40,0,0,2018,4,39.03834667,-76.98953333,1
1,3,0,15,2,0,4,1,8,2,4,12,7,0,0,4,4,15,0,0,2012,4,39.06134305,-77.12350577,1
2,0,3,16,3,0,4,1,8,1,5,12,12,26,9,0,0,35,0,0,2014,4,39.02653333,-77.128575,0
1,3,8,16,6,10,4,7,8,1,1,1,1,18,6,2,4,25,0,0,2006,4,39.15339333,-77.27799,0
1,3,4,10,2,0,4,7,8,1,2,1,3,18,9,2,2,40,0,0,2004,4,39.07796283,-77.14094300000002,1
2,0,0,9,2,0,4,1,8,1,5,9,9,29,20,1,1,35,0,0,2016,4,39.1766624,-77.0761677,0
2,0,0,6,11,10,4,6,8,1,2,8,8,18,20,2,2,45,0,0,2016,4,39.07654833,-76.94038167,0
2,3,8,7,2,0,4,7,8,1,1,12,12,18,9,2,2,35,0,0,2015,4,39.15229433,-77.212677,1
1,0,0,15,2,0,4,1,8,1,0,1,1,12,9,1,1,25,0,0,2011,4,39.09283,-77.03541333,1
2,9,3,16,2,0,1,7,8,1,1,1,1,18,9,0,0,40,0,1,2013,4,39.01970667,-77.01313167,0
1,0,0,0,2,0,4,6,8,2,1,0,0,18,6,1,1,45,0,1,2013,4,39.14329167,-77.01502333,1
2,0,3,16,3,0,4,1,8,1,4,6,11,18,6,1,0,35,0,0,2018,4,39.09095833,-77.04684833,1
2,3,0,7,2,0,4,1,8,1,5,13,13,18,12,1,1,10,1,1,2016,4,38.96416667,-77.08811,0
1,0,0,3,2,0,1,1,8,2,0,12,12,18,9,0,0,40,0,0,2000,4,39.07717,-76.96804667,1
1,3,4,9,0,0,4,3,8,3,1,12,12,18,17,1,1,35,0,0,2011,4,39.04953667,-77.070605,1
2,3,3,14,11,0,4,7,8,1,2,6,6,18,20,0,0,45,0,0,2017,4,38.98361301,-77.13783076,0
2,9,0,1,3,10,4,1,8,1,6,11,13,18,9,2,2,35,0,0,2010,4,38.990325,-77.02695,1
2,0,0,9,2,0,7,1,8,1,2,9,9,18,17,4,4,40,1,0,1999,4,39.12822833,-77.02849499999998,0
2,0,0,16,2,8,4,6,8,1,1,12,1,18,9,0,0,25,1,0,2002,4,39.172825,-77.29027833,0
1,4,4,9,7,0,4,7,8,2,5,9,9,18,17,4,4,30,0,0,2016,3,39.15088636,-77.20348388,0
2,3,0,9,3,0,4,1,8,1,1,12,12,28,17,0,0,30,0,0,2012,7,39.02289667,-77.01664333,1
2,3,0,14,2,0,2,7,8,1,5,13,13,18,9,0,0,45,0,0,2012,4,39.09634000000001,-77.109045,0
2,3,5,16,6,10,5,7,8,1,1,6,6,18,6,4,1,40,0,0,2012,4,39.19080509,-77.24774837,0
2,3,3,16,2,0,4,7,8,1,1,11,11,18,6,4,1,35,0,0,2011,4,38.99446072,-77.03618858,1
1,3,0,16,2,0,4,7,8,2,1,12,12,18,18,0,2,40,0,0,2007,4,39.15406667,-77.287275,1
1,0,0,12,2,0,4,7,8,1,3,6,6,18,0,0,0,40,0,0,2001,4,39.09112296,-77.20443204,1
2,3,0,14,2,0,4,1,8,1,2,11,11,12,14,4,4,0,0,0,2008,4,39.12030833,-77.16364667,1
2,3,0,7,2,0,4,1,8,1,5,2,2,29,1,0,0,15,0,1,2005,4,39.10269,-77.17712,1
1,0,0,9,3,0,4,1,8,1,3,2,2,18,8,0,0,35,0,0,2017,4,39.09276,-77.04047283,0
1,0,4,9,2,0,4,1,8,1,2,9,9,18,20,4,4,40,0,0,2011,4,39.05446,-77.14139833,0
2,4,4,13,2,0,4,1,8,1,2,6,6,18,9,2,2,30,0,0,2011,4,39.08862167,-77.15398167,0
1,3,0,16,2,10,1,7,8,2,1,3,2,18,9,4,4,35,0,0,2015,4,39.09099000000001,-77.04497333,0
1,3,0,9,3,10,4,1,8,4,2,9,9,18,17,4,1,45,0,0,2014,4,39.05999167,-77.08935667,0
1,5,0,15,2,0,4,1,8,3,0,1,8,18,9,0,0,40,0,0,2006,4,39.05369833,-77.137355,1
2,3,1,9,2,0,4,7,8,0,2,9,9,18,18,1,1,30,0,0,2003,4,38.99595333,-77.00572167,0
2,4,4,16,2,0,7,6,8,1,1,1,1,18,6,4,1,25,0,0,2006,4,39.148345,-77.18623000000002,1
1,3,0,16,6,10,1,7,8,2,1,12,1,18,6,1,0,35,0,0,2002,4,39.03386526,-77.07250333,1
2,3,3,14,2,9,1,1,10,1,6,15,15,18,9,4,0,35,0,0,0,7,39.04020882,-77.055566,1
2,3,4,2,2,0,1,1,8,1,5,9,9,12,9,0,0,45,0,0,2019,4,39.08854433,-77.17757767,0
1,3,6,9,2,0,4,10,8,3,0,9,4,18,20,2,2,40,0,0,2006,4,39.0173415,-76.9773066,0
2,5,0,7,2,0,1,1,10,1,6,12,12,18,11,2,4,15,0,0,2011,7,39.07456167,-77.11599167,1
1,3,0,9,2,0,5,1,8,1,5,12,12,18,9,1,1,40,0,0,2011,4,39.123232,-77.073724,1
1,0,3,4,2,0,1,7,8,4,1,12,12,25,9,4,4,35,0,0,2017,4,39.01209333,-77.15987333,0
2,0,0,12,6,10,6,7,8,1,2,0,0,19,0,4,4,35,0,1,2005,4,39.0665,-77.030369,1
1,3,8,16,2,0,4,6,8,1,5,6,6,0,20,1,4,25,0,0,2019,4,39.15736573,-77.16321573,0
2,0,0,4,2,0,1,7,8,1,1,12,12,18,18,4,4,45,0,0,2014,4,39.14128167,-77.15199667,1
2,0,0,16,3,10,4,1,8,1,1,12,12,29,9,2,2,10,0,0,2009,4,39.09643755,-77.13460475,0
2,0,0,9,2,0,4,1,8,1,1,12,12,18,17,4,4,35,0,0,2006,4,39.05741396,-77.07665847,1
2,0,0,9,2,0,4,7,10,1,6,12,12,18,17,3,2,40,0,0,0,7,39.0222678,-77.16768979999998,1
2,3,3,9,3,0,4,1,8,1,1,12,12,18,9,2,2,35,0,0,2006,4,39.154,-77.21421167,1
1,0,0,15,2,0,4,0,8,1,5,12,12,18,17,4,4,25,0,0,1999,4,39.08309167,-77.094095,1
1,0,0,4,2,0,4,7,8,3,1,1,1,25,6,4,4,35,0,0,2015,4,39.197695,-77.25450333,0
2,3,0,7,2,0,4,1,8,1,5,6,6,18,1,2,2,25,0,0,2002,4,39.15945446,-77.27919057,1
2,3,0,11,2,0,1,0,8,1,1,12,12,18,9,1,1,55,0,0,2011,4,39.03991833,-77.12223,1
2,7,0,9,2,0,4,1,8,1,5,12,12,18,17,0,0,60,0,0,2013,4,39.06413017,-77.03913167,1
2,3,0,7,2,0,1,1,8,1,0,9,8,0,12,1,1,10,0,1,2014,4,39.08560395,-77.15247631,0
2,2,4,7,2,0,4,1,8,1,5,9,9,19,11,2,2,25,0,0,2016,4,39.09237822,-77.14321049,1
2,3,9,9,2,0,1,1,8,1,5,9,9,18,17,1,1,35,0,0,2007,4,39.00014,-77.02561999999998,0
1,3,5,9,2,0,4,1,8,1,5,9,9,18,20,2,2,40,0,0,2016,4,39.02431,-76.979715,0
2,0,0,4,2,0,5,7,8,1,1,12,12,18,8,1,2,45,0,0,2012,4,39.12006333,-77.13318667,1
2,3,3,9,2,0,2,7,8,1,2,9,9,18,17,4,4,70,0,0,2000,4,38.99868345,-76.99489117,0
1,0,2,13,2,0,4,7,10,1,2,11,11,15,7,0,1,35,0,0,2012,7,38.99983,-76.99064,1
1,3,4,13,2,0,4,7,8,3,1,10,10,15,9,2,2,45,0,0,2010,4,39.16362218,-77.22656697,0
2,0,0,13,6,10,4,7,8,1,1,12,8,18,9,4,4,5,0,0,2003,4,39.20169,-77.25368833,1
1,3,0,9,2,0,4,7,8,4,1,12,12,19,9,1,1,45,0,0,1996,4,39.076435,-77.08075667,1
0,0,2,15,2,0,2,1,8,4,5,12,12,21,9,2,2,40,0,0,2008,4,39.18439333,-77.26355,0
2,3,0,7,2,0,1,1,8,1,1,4,4,18,11,4,4,10,0,0,2007,4,39.01741667,-77.10742833,1
1,0,4,1,2,0,4,7,8,3,1,3,2,0,6,2,4,40,0,0,2015,4,39.05394167,-77.13789333,1
2,3,0,15,2,0,1,1,10,1,0,12,12,19,9,2,2,40,0,0,99,7,39.06647167,-77.00112,1
2,3,0,7,2,0,4,1,8,1,5,7,8,0,1,3,3,0,0,0,2011,7,39.28961,-77.22397667,1
2,0,0,16,2,0,1,7,8,1,0,6,13,18,6,0,0,40,0,0,2019,4,39.18385267,-77.2735335,1
2,4,3,9,2,0,4,1,8,1,5,12,12,18,17,1,1,35,0,0,2016,4,39.09900333,-77.20524499999998,0
1,3,0,7,6,10,1,1,8,1,3,10,10,26,20,2,2,0,0,0,2013,4,39.009605,-77.11462167,0
1,4,4,9,9,7,1,4,8,2,2,0,9,18,17,4,4,25,0,0,2014,4,39.11318667,-77.17088167,0
1,3,0,16,6,10,4,6,8,1,1,12,12,18,9,0,0,30,0,0,2008,4,39.12833649,-77.3467384,0
2,3,4,9,6,10,4,1,8,1,1,9,9,18,20,2,2,35,0,0,2017,4,39.01779833,-77.07811333,0
2,0,9,9,3,10,4,7,8,1,3,12,12,18,17,1,4,30,0,0,2000,4,39.04727333,-76.98547333,1
2,3,0,7,2,0,4,8,8,1,2,4,4,18,19,1,1,15,0,1,2005,4,39.190305,-76.96177833,0
1,6,0,15,2,0,4,9,8,4,5,13,13,27,9,0,1,45,0,0,2005,4,39.20026,-77.03989333,1
2,0,0,7,2,0,1,1,8,1,2,6,6,18,9,0,0,10,0,0,2019,4,39.01305667,-77.00107833,1
2,0,0,16,2,0,4,6,8,1,2,12,12,18,9,2,2,25,0,0,2005,4,38.993045,-77.05133167,0
2,5,8,14,2,0,4,1,8,1,2,11,3,18,14,0,0,25,0,0,2018,4,39.03131833,-77.160825,1
2,3,0,14,2,0,4,7,8,1,2,2,2,18,2,1,1,40,1,0,2002,4,39.06167333,-76.99834333,1
2,3,0,9,9,7,4,7,8,1,5,12,12,26,17,4,4,40,0,0,2016,4,39.04849667,-77.06913,1
2,3,4,9,3,0,4,1,8,1,1,9,9,18,20,2,0,40,0,0,2012,4,39.07544,-77.16926167,0
1,3,0,9,3,0,4,1,8,2,5,9,9,0,20,1,1,35,0,0,2014,4,39.09613267,-77.14925,0
2,3,3,9,2,0,1,7,8,1,2,12,12,18,9,2,2,35,1,0,2009,4,39.03206937,-77.000815,1
1,2,5,9,2,0,4,2,8,1,2,12,12,0,16,4,4,35,0,0,2005,4,39.09697044,-77.16179167,1
2,3,3,16,2,9,1,0,8,1,1,12,12,18,9,4,4,45,0,0,2018,4,39.20459667,-77.2458745,0
2,4,4,9,2,0,4,6,8,1,3,12,12,18,17,2,2,30,0,0,2014,4,38.98531833,-77.18345167,1
2,3,4,9,3,0,4,1,8,1,1,9,9,18,20,1,1,65,0,0,2013,4,39.14338333,-77.20077833,0
